gene,Pearson_rho_Gene
BATF2,-0.122495498
BATF3,0.039549426
BAX,0.23801328
BAZ1A,0.189799992
BAZ1B,-0.28840583
BAZ2A,-0.354721291
BAZ2B,-0.13202645
BBC3,0.288494729
BBIP1,0.195449697
BBOF1,0.249204352
BBS1,-0.177733989
BBS10,-0.499924469
BBS12,-0.416780618
BBS2,-0.095104274
BBS4,-0.061961433
BBS5,0.051718066
BBS7,-0.383787015
BBS9,0.220539089
BBX,-0.197478208
BCAM,0.109632103
BCAP29,-0.129187136
BCAP31,0.52568516
BCAR3,-0.556758332
BCAS1,0.352924616
BCAS2,0.426916415
BCAS3,-0.042903106
BCAS4,0.348454
BCAT1,-0.225073408
BCAT2,0.379793148
BCCIP,0.325978637
BCDIN3D,-0.17909723
BCKDHA,0.436087935
BCKDHB,0.538330787
BCKDK,0.350619883
BCL10,0.323194027
BCL11A,0.438128457
BCL11B,0.062552312
BCL2,0.194327632
BCL2A1,0.278490238
BCL2L1,-0.016341195
BCL2L10,-0.043431719
BCL2L11,-0.276826332
BCL2L12,0.287352805
BCL2L13,-0.337387252
BCL2L14,0.031530847
BCL2L15,-0.423893263
BCL2L2,-0.307574836
BCL3,0.135828966
BCL6,-0.10821011
BCL7A,-0.063158927
BCL7B,0.309021911
BCL7C,0.291342518
BCL9,-0.229383363
BCL9L,-0.339051164
BCLAF1,-0.088915348
BCLAF3,-0.347096205
BCO2,-0.421196549
BCOR,-0.155325639
BCORL1,0.025149079
BCR,0.222595834
BCS1L,0.230028081
BDH1,0.215853899
BDH2,-0.153725098
BDP1,-0.187090751
BECN1,0.221497979
BEGAIN,-0.055156588
BEND2,0.1697159
BEND3,-0.299336381
BEND4,-0.299156932
BEND5,0.454730726
BEND6,0.262954741
BEND7,-0.071664311
BEST1,0.106258665
BEST2,-0.021547502
BEST3,-0.260898417
BEST4,0.449383557
BET1,-0.290269371
BET1L,-0.020710565
BEX1,0.409920581
BEX2,0.757343973
BEX3,0.577432436
BEX4,0.173077366
BEX5,0.456730466
BFAR,0.030885438
BFSP1,-0.150034296
BFSP2,0.237725263
BGLAP,0.335421733
BHLHA15,-0.171177054
BHLHE40,-0.269342311
BHLHE41,-0.324459678
BICC1,-0.588103511
BICD1,0.021458545
BICD2,0.093977483
BICDL1,-0.056130974
BICDL2,-0.156776621
BICRA,-0.024232924
BICRAL,-0.103445996
BID,0.302178374
BIK,-0.137535649
BIN1,0.296353235
BIN2,0.211009217
BIN3,0.452529205
BIRC2,-0.018648853
BIRC3,-0.204179993
BIRC5,-0.335987152
BIRC6,-0.402631066
BIVM,-0.285189377
BLACAT1,-0.29754589
BLCAP,-0.099833532
BLK,0.156176234
BLM,-0.129439345
BLMH,0.175325984
BLNK,-0.061204661
BLOC1S1,0.286902185
BLOC1S2,0.368904438
BLOC1S3,0.008943469
BLOC1S4,0.193188173
BLOC1S5,0.003383862
BLOC1S6,-0.192915537
BLVRA,-0.031017714
BLVRB,-0.070169285
BLZF1,-0.192323376
BMERB1,0.110383047
BMF,-0.392119007
BMI1,-0.3175737
BMP1,-0.310717362
BMP2,0.291275102
BMP2K,-0.164030726
BMP3,-0.347961296
BMP4,-0.141175013
BMP6,-0.032027069
BMP8A,-0.057889248
BMP8B,-0.408272115
BMPR1A,-0.132687598
BMPR2,-0.071461467
BMS1,0.107031568
BMT2,0.056591261
BMX,-0.066643528
BNC2,-0.262386942
BNIP1,-0.238551689
BNIP2,0.119030673
BNIP3,0.574208801
BNIP3L,0.181485418
BNIPL,0.39945526
BOD1,0.330624722
BOD1L1,-0.06728461
BOK,0.03365812
BOLA1,0.173901796
BOLA2,0.121461299
BOLA2B,0.312232716
BOLA3,0.527593465
BOP1,0.218644215
BORA,-0.28282515
BORCS5,-0.003816546
BORCS6,0.127016537
BORCS7,0.045555644
BORCS8,0.495517017
BPGM,0.049848843
BPHL,0.368856098
BPI,-0.006486797
BPNT1,-0.020473022
BPTF,-0.290143017
BRAF,0.110375312
BRAP,0.160133179
BRAT1,0.199236538
BRCA1,-0.028365233
BRCA2,-0.013880577
BRCC3,0.27164893
BRD1,-0.275047248
BRD2,0.190805119
BRD3,-0.357577086
BRD3OS,0.264742721
BRD4,-0.010733191
BRD7,-0.035539877
BRD8,0.032979605
BRD9,0.08487406
BRF1,-0.170193582
BRF2,0.079881079
BRI3,0.146486822
BRI3BP,-0.038759181
BRICD5,-0.003919707
BRIP1,0.044810121
BRIX1,0.018366561
BRK1,0.20213472
BRMS1,0.30114455
BRMS1L,0.098173011
BROX,-0.08081893
BRPF1,-0.306630505
BRPF3,0.062130959
BRSK1,0.063849885
BRSK2,-0.071916299
BRWD1,-0.294634455
BRWD3,-0.00942511
BSCL2,0.34712776
BSDC1,-0.30638853
BSG,0.304877139
BSPRY,-0.109771159
BST1,0.211521199
BST2,0.077653361
BTAF1,-0.285142858
BTBD1,-0.181785413
BTBD10,-0.110311307
BTBD19,0.442559965
BTBD2,0.282950702
BTBD3,-0.43645863
BTBD6,0.231453855
BTBD7,0.019747658
BTBD8,-0.247363762
BTBD9,0.079023868
BTD,-0.234358036
BTF3,0.655876184
BTF3L4,0.011369341
BTG1,0.349914707
BTG2,0.08134962
BTG3,-0.313438998
BTK,-0.374733737
BTLA,-0.131550161
BTN1A1,-0.33817654
BTN2A1,0.132183433
BTN2A2,-0.402264421
BTN3A1,-0.182907492
BTN3A2,-0.058789366
BTN3A3,-0.390728003
BTNL8,0.22598023
BTNL9,-0.205362986
BTRC,-0.373624948
BUB1,-0.250308543
BUB1B,-0.327657526
BUB3,-0.206188023
BUD13,-0.156972189
BUD23,0.401841402
BUD31,0.480899218
BYSL,-0.06758646
BZW1,-0.270178413
BZW2,0.376449917
C10orf105,0.021209482
C10orf143,-0.113960971
C10orf88,-0.151440601
C10orf95,-0.354972345
C11orf21,-0.354530847
C11orf24,-0.148287714
C11orf54,-0.106935576
C11orf58,-7.66E-05
C11orf65,-0.333473378
C11orf68,0.180594089
C11orf71,-0.131455192
C11orf96,0.170612689
C11orf98,0.29146583
C12orf42,0.328485791
C12orf43,-0.153681042
C12orf57,0.586489948
C12orf60,-0.202718582
C12orf75,0.127041251
C12orf76,-0.261998731
C13orf46,-0.30200864
C14orf119,0.109307446
C14orf132,0.110756543
C14orf28,0.056090683
C14orf93,0.146874162
C15orf39,0.22102918
C15orf40,-0.025533873
C15orf48,-0.150890034
C15orf61,-0.183276486
C15orf62,0.38574482
C16orf46,-0.02731286
C16orf54,0.203976961
C16orf74,0.495714685
C16orf86,0.318446627
C16orf87,-0.273408261
C16orf95,0.261783122
C16orf96,-0.443265921
C17orf100,0.277608341
C17orf107,0.577952553
C17orf113,0.415874903
C17orf49,0.33453698
C17orf50,0.171788373
C17orf58,-0.005886484
C17orf67,-0.290871258
C17orf75,-0.334529005
C18orf21,0.154627097
C18orf32,0.421292398
C18orf54,-0.149258713
C19orf12,-0.219981316
C19orf18,0.194212732
C19orf25,0.139129972
C19orf33,0.702379021
C19orf38,0.14442906
C19orf44,0.291673503
C19orf47,0.397979783
C19orf53,0.436996519
C19orf73,-0.106176782
C19orf81,0.34730593
C19orf84,-0.283738945
C1D,0.04887482
C1GALT1,-0.167815991
C1GALT1C1,-0.023679379
C1QA,0.025786545
C1QB,-0.01121034
C1QBP,0.29775997
C1QC,-0.02218937
C1QL3,0.370644762
C1QTNF12,-0.01057584
C1QTNF3,-0.232665746
C1QTNF4,0.086839618
C1QTNF6,0.268273248
C1R,0.068539512
C1RL,0.204852108
C1S,0.366941061
C1orf115,-0.426544787
C1orf116,0.163582814
C1orf122,0.266464694
C1orf127,-0.066727846
C1orf131,0.023726417
C1orf159,0.104256657
C1orf162,0.085800331
C1orf167,-0.215934277
C1orf174,-0.123907773
C1orf198,0.035998746
C1orf21,-0.259868313
C1orf216,0.040128815
C1orf226,-0.368491271
C1orf35,0.192900445
C1orf43,0.155485548
C1orf50,0.324275655
C1orf52,-0.241744317
C1orf53,0.374270424
C1orf54,0.32020644
C1orf56,-0.107518222
C1orf74,-0.253292366
C1orf87,-0.135980755
C2,-0.107798129
C20orf202,-0.549010562
C20orf204,0.177386884
C20orf96,-0.047903006
C21orf58,-0.032182306
C21orf91,-0.225769158
C22orf15,0.017294071
C22orf23,-0.087410789
C22orf39,0.326998998
C2CD2,-0.368039318
C2CD2L,0.050234134
C2CD3,0.091139166
C2CD4D,0.002543063
C2CD5,-0.465167279
C2orf15,0.278479419
C2orf42,-0.496936993
C2orf49,-0.213200515
C2orf50,-0.299729223
C2orf66,-0.341261586
C2orf68,-0.281895952
C2orf69,0.017799016
C2orf74,0.242789286
C2orf76,0.272807034
C2orf81,0.278136208
C2orf88,0.404856654
C2orf92,-0.167046168
C3,0.3340479
C3AR1,-0.369321586
C3orf18,0.221319906
C3orf20,-0.090344498
C3orf33,-0.038276082
C3orf38,-0.277060544
C3orf52,-0.319854603
C3orf62,0.278735473
C4A,0.345385547
C4B,-0.155970261
C4BPA,0.539971003
C4BPB,0.172329916
C4orf3,0.227754162
C4orf33,-0.15348927
C4orf36,-0.240452478
C4orf46,0.062418715
C4orf50,-0.445463074
C5,-0.191252636
C5AR1,0.352445162
C5AR2,0.128349701
C5orf15,-0.452465527
C5orf22,-0.215732398
C5orf24,-0.209714415
C5orf34,-0.380898177
C5orf47,0.065333957
C5orf58,0.109146476
C5orf63,0.270324563
C6orf120,-0.457513916
C6orf136,0.189996208
C6orf163,0.676000642
C6orf226,0.272091169
C6orf47,0.17749069
C6orf52,0.089165671
C6orf62,0.127354813
C6orf89,0.008855593
C7orf25,-0.287659853
C7orf50,0.096426077
C7orf57,-0.104241284
C8G,0.506135944
C8orf33,0.142548081
C8orf58,0.313137293
C8orf76,0.016113645
C8orf82,0.028313394
C8orf88,0.204127188
C8orf89,-0.440208645
C9orf153,0.070152436
C9orf40,-0.148114437
C9orf43,-0.140071931
C9orf72,-0.322782878
C9orf78,0.540821796
C9orf85,0.008008337
CA1,-0.073639779
CA11,0.229417553
CA13,-0.084427191
CA2,0.209863156
CA3,-0.4614661
CA4,0.45064101
CA5A,-0.041072069
CA5B,0.042372918
CA6,0.496920214
CA8,-0.024986701
CAAP1,-0.137114018
CAB39,0.028511826
CAB39L,-0.090967361
CABIN1,0.350847363
CABLES1,-0.462591124
CABLES2,-0.089572642
CABP1,-0.110602641
CABP4,-0.116858073
CABP5,0.459119248
CABP7,0.069431686
CABYR,-0.186865081
CACFD1,0.177774899
CACHD1,0.21864083
CACNA1A,0.035832936
CACNA1C,-0.023728484
CACNA1D,0.093644541
CACNA1E,0.341675686
CACNA1F,-0.074150683
CACNA1H,0.042249502
CACNA1I,0.293446174
CACNA2D2,-0.355174635
CACNA2D3,-0.074187203
CACNA2D4,-0.200055957
CACNB1,-0.261357277
CACNB3,-0.053790315
CACNB4,0.200667456
CACNG6,-0.097215535
CACNG8,0.021997008
CACTIN,0.018765509
CACUL1,0.233602957
CACYBP,0.25317337
CAD,0.159813548
CADM1,-0.395020668
CADM2,0.53157041
CADM4,0.232589302
CALCB,-0.338863852
CALCOCO1,0.013119226
CALCOCO2,-0.146652736
CALCRL,-0.100941286
CALD1,-0.031830302
CALHM2,-0.278619047
CALHM5,-0.094025494
CALHM6,0.679196178
CALM1,0.206373364
CALM2,0.405603028
CALM3,0.378890388
CALML4,0.452946319
CALML6,-0.20840514
CALR,0.261639868
CALR3,0.150856392
CALU,-0.15099602
CALY,0.439733034
CAMK1,0.132920498
CAMK1D,0.361088294
CAMK2D,-0.242121763
CAMK2G,0.249159631
CAMK2N1,0.055676176
CAMK4,0.150140627
CAMKK1,0.143590917
CAMKK2,0.015677635
CAMKMT,-0.209784225
CAMLG,0.504730018
CAMP,0.017101558
CAMSAP1,-0.290778931
CAMSAP2,0.090340855
CAMSAP3,-0.251704789
CAMTA1,0.333139692
CAMTA2,0.353975424
CAND1,-0.321961794
CAND2,-0.036090515
CANT1,0.082513388
CANX,-0.125369643
CAP1,0.1299415
CAPG,0.422039991
CAPN1,0.142935266
CAPN10,-0.004857186
CAPN11,0.130717576
CAPN12,-0.101476338
CAPN13,-0.301147582
CAPN14,0.016865925
CAPN15,0.099121108
CAPN2,-0.499548082
CAPN3,-0.056819226
CAPN5,-0.224384633
CAPN7,-0.205526602
CAPN8,0.532826595
CAPNS1,0.188860135
CAPNS2,0.32906404
CAPRIN1,-0.232674482
CAPRIN2,-0.314764428
CAPS,0.284742702
CAPS2,0.509647461
CAPZA1,-0.070909639
CAPZA2,-0.18043877
CAPZB,0.544021421
CARD10,0.16486633
CARD11,-0.142984135
CARD14,-0.536420351
CARD16,0.087566835
CARD19,0.225226505
CARD6,-0.136999243
CARD8,0.03692077
CARD9,-0.191540366
CARF,-0.044841603
CARHSP1,0.31579261
CARM1,-0.229157959
CARMIL1,0.212885181
CARMIL2,0.037452621
CARMIL3,-0.299476043
CARNMT1,-0.30476577
CARNS1,0.304201367
CARS1,0.33083768
CARS2,0.002152187
CASC3,0.195917262
CASD1,-0.323682087
CASK,-0.007336298
CASKIN1,0.269114448
CASKIN2,-0.064613832
CASP1,-0.195353932
CASP10,-0.294029285
CASP12,0.466844497
CASP2,-0.41316009
CASP3,-0.238961523
CASP4,0.190417202
CASP5,-0.228982665
CASP6,-0.055824141
CASP7,-0.510153468
CASP8,0.091782912
CASP8AP2,-0.141235908
CASP9,0.228235795
CASQ1,-0.235632525
CASS4,0.149870005
CAST,-0.232032773
CASTOR1,-0.019125064
CASTOR2,0.326291586
CASZ1,-0.477591287
CAT,0.200685923
CATIP,0.176812583
CATSPER1,-0.258186009
CATSPER2,-0.002624254
CATSPER3,0.074771572
CATSPERB,-0.302183778
CATSPERE,-0.189889444
CATSPERG,0.018230827
CAV1,-0.164274352
CAV2,-0.248919235
CAVIN1,0.219269709
CAVIN2,0.040311355
CAVIN3,0.557362424
CAVIN4,0.337328404
CBFA2T2,-0.471736908
CBFA2T3,0.195585924
CBFB,-0.13450434
CBL,-0.016885623
CBLB,-0.392005118
CBLL1,-0.123487209
CBLN3,-0.076742254
CBR1,0.003406954
CBR3,0.25610641
CBR4,-0.35952202
CBS,0.374693667
CBSL,0.620054611
CBX1,0.39986527
CBX2,0.189465271
CBX3,0.432878144
CBX4,0.242440824
CBX5,0.000548665
CBX6,-0.091069456
CBX7,0.178491016
CBX8,0.003999739
CBY1,-0.096405411
CBY3,-0.165194515
CC2D1A,0.096234496
CC2D1B,0.267617094
CC2D2A,-0.031134638
CC2D2B,-0.034848607
CCAR1,-0.168300287
CCAR2,-0.271440476
CCDC102A,-0.04069705
CCDC102B,0.13159691
CCDC106,0.230104561
CCDC107,0.247621406
CCDC110,-0.034140322
CCDC112,-0.216838329
CCDC115,-0.061243583
CCDC116,0.391860552
CCDC117,-0.407496801
CCDC12,0.168002029
CCDC120,0.054417865
CCDC121,-0.132437028
CCDC122,0.107275623
CCDC124,0.334441537
CCDC125,0.162408822
CCDC126,0.15404154
CCDC127,-0.119435189
CCDC13,0.121995662
CCDC134,-0.05439951
CCDC136,-0.180340444
CCDC137,0.119548535
CCDC138,-0.077207172
CCDC14,-0.286840435
CCDC141,-0.206152657
CCDC142,-0.505058753
CCDC144A,-0.421718741
CCDC146,0.109916992
CCDC148,-0.044704713
CCDC149,-0.025664062
CCDC15,-0.092416353
CCDC150,-0.188430259
CCDC152,-0.018034129
CCDC154,0.161914971
CCDC157,0.341904946
CCDC159,0.084020544
CCDC163,-0.36682934
CCDC167,0.254598056
CCDC169,-0.008054832
CCDC17,0.220736221
CCDC170,-0.385676239
CCDC171,0.308295471
CCDC174,0.192110881
CCDC18,-0.182976442
CCDC180,-0.351273862
CCDC183,0.212100603
CCDC184,0.259786512
CCDC186,-0.022014689
CCDC191,-0.400400835
CCDC194,-0.054332531
CCDC200,-0.440441252
CCDC22,0.173998544
CCDC24,0.086036343
CCDC25,0.080108344
CCDC28A,0.283983684
CCDC28B,0.086284691
CCDC3,0.172923647
CCDC30,-0.209035591
CCDC32,0.215706203
CCDC34,0.435908754
CCDC38,0.223954156
CCDC39,-0.243702298
CCDC40,-0.021579272
CCDC42,-0.237500368
CCDC43,-0.386691952
CCDC47,0.007608153
CCDC50,-0.069694148
CCDC51,-0.254243765
CCDC57,0.373269449
CCDC59,0.300756363
CCDC6,-0.119650191
CCDC61,0.243806837
CCDC62,0.024480204
CCDC65,0.455322191
CCDC66,-0.030660021
CCDC68,0.168917986
CCDC69,0.450195275
CCDC7,-0.334886178
CCDC71,0.20387836
CCDC71L,0.148411779
CCDC73,-0.224438793
CCDC74A,-0.040154313
CCDC74B,0.117623347
CCDC77,0.288110889
CCDC78,0.28263612
CCDC81,0.151898185
CCDC82,-0.275869644
CCDC85B,0.283010417
CCDC85C,0.479230874
CCDC86,0.202846883
CCDC88A,-0.276656763
CCDC88B,0.130772312
CCDC88C,-0.223451123
CCDC9,0.288352672
CCDC90B,-0.01101644
CCDC91,-0.038578889
CCDC92,0.136678223
CCDC93,-0.223745768
CCDC97,-0.019741195
CCDC9B,-0.354108469
CCER2,-0.165290335
CCHCR1,0.041525994
CCIN,0.205881626
CCL2,-0.116400364
CCL20,0.093052306
CCL23,0.049817871
CCL25,0.147716876
CCL28,-0.040771236
CCL3,-0.423993236
CCL3L1,-0.37264888
CCL4,-0.150553782
CCL4L2,-0.096775646
CCL5,0.047540941
CCL8,-0.252720705
CCM2,0.322300695
CCN2,0.029185177
CCN3,0.514770082
CCNA1,-0.034127897
CCNA2,-0.356475913
CCNB1,-0.368090733
CCNB1IP1,0.444578873
CCNB2,-0.36378944
CCNB3,-0.163058085
CCNC,0.028293071
CCND1,-0.173730377
CCND2,-0.112069333
CCND3,0.223729829
CCNDBP1,0.209774941
CCNE1,-0.006144718
CCNE2,-0.325151418
CCNF,-0.448989258
CCNG1,0.323588953
CCNG2,-0.079514522
CCNH,0.33652423
CCNI,0.56329946
CCNI2,0.046203113
CCNJ,-0.342072709
CCNJL,0.262319599
CCNK,-0.099797364
CCNL1,0.005293056
CCNL2,-0.043420683
CCNQ,0.512928966
CCNT1,-0.024427925
CCNT2,-0.313304526
CCNY,-0.03035194
CCNYL1,-0.258172097
CCP110,-0.251068587
CCPG1,0.136488537
CCR1,-0.126536819
CCR10,0.131890453
CCR2,-0.733806321
CCR3,-0.003625794
CCR4,-0.455645773
CCR5,-0.389006237
CCR6,-0.180948391
CCR7,0.346066132
CCR8,-0.397583664
CCR9,-0.329173668
CCRL2,-0.176632906
CCS,0.114521692
CCSAP,-0.441598362
CCSER1,-0.094826369
CCSER2,0.050786717
CCT2,0.109222321
CCT3,0.633341093
CCT4,0.472497836
CCT5,0.094144963
CCT6A,0.453387277
CCT6B,0.174051669
CCT7,0.550067613
CCT8,0.549886431
CCZ1,0.053927173
CCZ1B,0.181273008
CD101,0.047282557
CD109,-0.157667088
CD14,0.018576584
CD151,0.146157958
CD160,-0.033588061
CD163,-0.379682444
CD163L1,-0.388224053
CD164,-0.227014533
CD177,-0.333391784
CD180,-0.491499825
CD19,-0.195238118
CD1A,-0.117007438
CD1B,-0.267649703
CD1C,-0.128202178
CD1D,-0.532838874
CD1E,-0.305444011
CD2,0.205839097
CD200,0.082035468
CD200R1,-0.280858267
CD200R1L,-0.117963535
CD207,0.006553198
CD209,-0.64135787
CD22,-0.100418076
CD226,-0.231508923
CD24,-0.2044035
CD244,-0.268689242
CD247,0.098576573
CD248,0.455321368
CD27,0.650252644
CD274,-0.165183158
CD276,0.167837359
CD28,-0.103762618
CD2AP,-0.104167813
CD2BP2,0.093562149
CD300A,0.349290792
CD300C,-0.175976105
CD300E,-0.387793449
CD300H,-0.146861596
CD300LB,-0.425591585
CD300LD,-0.163058026
CD300LF,0.132991096
CD302,0.160948413
CD320,0.199587874
CD33,-0.017925904
CD34,0.143386183
CD36,-0.300697888
CD37,0.157883209
CD38,-0.300022501
CD3D,0.496700217
CD3E,0.585222698
CD3G,0.362451778
CD4,-0.167221375
CD40,-0.067370432
CD40LG,-0.227130675
CD44,0.066681514
CD46,-0.01069018
CD47,-0.026639655
CD48,0.561036594
CD5,0.425660029
CD52,0.309874627
CD53,0.152434073
CD55,0.098009467
CD58,0.198558493
CD59,0.058092713
CD6,0.414350334
CD63,0.407039456
CD68,-0.406834346
CD69,0.089782785
CD7,0.364887865
CD70,-0.009458647
CD72,0.014440327
CD74,0.049139738
CD79A,0.07495236
CD79B,0.318311707
CD80,-0.589370543
CD81,0.240612429
CD82,0.129729711
CD83,0.279183939
CD84,-0.379898824
CD86,-0.226513007
CD8A,0.118068583
CD8B,0.43769656
CD8B2,0.069737681
CD9,0.459302401
CD93,-0.203041135
CD96,0.125368623
CD99,0.200751009
CD99L2,-0.206223524
CDA,0.185043707
CDADC1,-0.32588643
CDAN1,0.023380083
CDC123,0.579952721
CDC14A,-0.238221861
CDC14B,-0.291987598
CDC16,-0.242591158
CDC20,-0.217203181
CDC23,-0.259652842
CDC25A,-0.333824916
CDC25B,0.109649441
CDC25C,-0.138633069
CDC26,0.567613188
CDC27,0.056661652
CDC34,0.364451948
CDC37,0.385688013
CDC37L1,0.129325218
CDC40,-0.188400211
CDC42,0.060268343
CDC42BPA,-0.245353467
CDC42BPB,-0.351144948
CDC42BPG,0.076016116
CDC42EP1,-0.35682583
CDC42EP2,0.168689657
CDC42EP3,-0.203838499
CDC42EP4,-0.151083001
CDC42SE1,-0.009558676
CDC42SE2,0.315092633
CDC45,-0.117448473
CDC5L,-0.120557714
CDC6,-0.184956572
CDC7,-0.202823122
CDC73,0.059191253
CDCA2,-0.124205234
CDCA3,-0.227873726
CDCA4,-0.180521204
CDCA5,-0.208962567
CDCA7,-0.500127016
CDCA7L,0.096739014
CDCA8,-0.190424096
CDCP1,-0.440890986
CDH1,-0.038271913
CDH2,0.216175262
CDH23,-0.015478837
CDH24,0.380128814
CDH26,-0.262608166
CDH3,0.161370823
CDHR1,0.338405351
CDHR2,0.148168341
CDHR3,-0.08325939
CDHR5,0.109493843
CDIP1,0.45243362
CDIPT,0.282503811
CDK1,-0.232874549
CDK10,0.065676971
CDK11A,-0.468476159
CDK11B,0.336152276
CDK12,-0.143937944
CDK13,-0.147654236
CDK14,-0.06179393
CDK15,0.215263166
CDK16,0.031197468
CDK17,-0.212961947
CDK18,-0.055404093
CDK19,-0.042375027
CDK2,-0.370197328
CDK20,0.061504593
CDK2AP1,0.256711948
CDK2AP2,0.384379132
CDK3,0.081357289
CDK4,0.174718963
CDK5,0.143557959
CDK5R1,-0.249848055
CDK5RAP1,0.349811962
CDK5RAP2,0.199852243
CDK5RAP3,0.104015542
CDK6,-0.208425935
CDK7,0.036580435
CDK8,-0.284280079
CDK9,0.135474787
CDKAL1,-0.474444446
CDKL1,-0.027897101
CDKL2,-0.001412533
CDKL3,0.180028386
CDKL5,-0.249521718
CDKN1A,-0.221145647
CDKN1B,-0.155029497
CDKN1C,0.023866107
CDKN2A,-0.186908534
CDKN2AIP,-0.266248543
CDKN2AIPNL,0.159383113
CDKN2B,-0.440905277
CDKN2C,0.130830402
CDKN2D,0.35665937
CDKN3,-0.250553198
CDNF,-0.058583377
CDO1,0.212613878
CDON,-0.012526729
CDPF1,0.113243021
CDR2,0.224424349
CDR2L,0.166635789
CDRT4,-0.177110207
CDS1,0.010608394
CDS2,0.177540085
CDT1,-0.001202709
CDV3,-0.052236411
CDYL,-0.174441588
CDYL2,-0.499017254
CEACAM1,0.080874979
CEACAM19,0.165554677
CEACAM21,0.33418923
CEACAM3,0.224024536
CEACAM4,0.341643286
CEACAM6,-0.058294186
CEACAM8,-0.043008336
CEBPA,-0.022382728
CEBPB,0.02052146
CEBPD,0.116240909
CEBPE,0.001356743
CEBPG,-0.408672512
CEBPZ,0.436871833
CEBPZOS,0.090525244
CECR2,-0.34090738
CEL,0.353376021
CELA1,0.248396437
CELF1,-0.389936715
CELF2,-0.14545692
CELF6,-0.459773305
CELSR1,-0.325281874
CELSR2,-0.318976626
CELSR3,-0.269557023
CEMIP,-0.275711315
CEMIP2,-0.110327324
CEMP1,0.297687031
CEND1,0.059082986
CENPA,-0.130095587
CENPB,0.184406561
CENPC,-0.164749436
CENPE,-0.354599114
CENPF,0.070153237
CENPH,0.215193941
CENPI,-0.240019177
CENPJ,-0.27973197
CENPK,-0.133664147
CENPL,-0.359239585
CENPM,-0.059733989
CENPN,-0.039919704
CENPO,-0.214907125
CENPP,0.216688098
CENPQ,-0.214011825
CENPS,0.430324491
CENPT,0.113181297
CENPU,-0.177966945
CENPV,0.327930533
CENPW,-0.289609572
CENPX,0.432121502
CEP104,0.095873738
CEP112,0.334897634
CEP120,-0.215377357
CEP126,-0.232382647
CEP128,-0.335645301
CEP131,0.148810984
CEP135,-0.16702755
CEP152,-0.251499417
CEP162,-0.026843146
CEP164,-0.393299448
CEP170,-0.291981175
CEP170B,0.378527581
CEP19,0.166161135
CEP192,-0.217256329
CEP250,-0.134882672
CEP290,0.024713065
CEP295,0.008900249
CEP295NL,-0.126090368
CEP350,-0.361899229
CEP41,-0.035068026
CEP44,-0.189879451
CEP55,-0.389365651
CEP57,-0.047880769
CEP57L1,-0.349517802
CEP63,0.522794836
CEP68,-0.259128575
CEP70,-0.10623593
CEP72,0.703482346
CEP76,0.221779773
CEP78,-0.26258145
CEP83,-0.283085204
CEP85,-0.580007348
CEP85L,-0.234206617
CEP89,-0.143992422
CEP95,0.102277261
CEP97,-0.214151749
CEPT1,-0.575460618
CERCAM,-0.158028307
CERK,0.197628051
CERKL,0.263298634
CERS2,-0.081102042
CERS3,0.065790248
CERS4,0.297450661
CERS5,0.225019169
CERS6,-0.160851405
CERT1,-0.205141547
CES1,0.304976863
CES2,-0.002941058
CES3,-0.411983841
CES4A,-0.276978216
CETN2,0.476616107
CETN3,-0.276654039
CETP,0.272667817
CFAP157,-0.117329986
CFAP161,0.138969711
CFAP20,0.361727234
CFAP298,0.342413447
CFAP36,0.627783077
CFAP410,0.247770458
CFAP44,-0.286294754
CFAP45,0.113426318
CFAP53,0.334542082
CFAP54,-0.130344335
CFAP57,-0.253248132
CFAP58,0.05334028
CFAP61,0.19386264
CFAP70,0.156882031
CFAP73,0.078805441
CFAP97,-0.146457763
CFAP97D2,0.218444406
CFAP99,-0.442868002
CFB,-0.246227507
CFD,0.363044899
CFDP1,0.223046301
CFH,-0.143457554
CFL1,0.323592944
CFL2,-0.208507312
CFLAR,0.234780251
CFP,0.196187327
CGAS,-0.727488571
CGGBP1,-0.157013174
CGN,-0.261139764
CGREF1,0.015164955
CGRRF1,0.425435834
CHAC1,-0.382140337
CHAC2,0.058508471
CHAD,-0.165534365
CHADL,-0.206402237
CHAF1A,-0.38914174
CHAF1B,0.157814735
CHAMP1,-0.414190071
CHCHD1,0.216806297
CHCHD10,0.177022691
CHCHD2,0.226585824
CHCHD3,0.189173019
CHCHD4,-0.104083053
CHCHD5,0.379040167
CHCHD6,0.399697997
CHCHD7,0.364521489
CHD1,-0.206102236
CHD1L,0.03031018
CHD2,0.002789045
CHD3,0.266129855
CHD4,0.373074932
CHD6,-0.356242113
CHD7,-0.312115749
CHD8,0.34235091
CHD9,-0.092346033
CHDH,-0.357998781
CHEK1,-0.20044958
CHEK2,0.03871813
CHERP,0.010181714
CHFR,-0.05161462
CHGB,-0.112296028
CHI3L1,0.001880537
CHI3L2,0.299915629
CHIC1,-0.104719648
CHIC2,-0.165723161
CHID1,0.106474445
CHIT1,0.156441102
CHKA,-0.230299354
CHKB,0.098320134
CHL1,0.092801798
CHM,0.035204516
CHML,-0.212843742
CHMP1A,0.164387009
CHMP1B,0.019547686
CHMP2A,0.582787365
CHMP2B,0.15612432
CHMP3,0.261546121
CHMP4A,0.451678738
CHMP4B,0.478087238
CHMP4C,-0.169784042
CHMP5,-0.062980365
CHMP6,0.13915534
CHMP7,0.321206472
CHN1,-0.184919037
